geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
EDSM 18-09-FT01 2017-09-29	38.03912	38.03912	-121.58564	-121.58564
EDSM 18-09-SBM02 2017-09-29	38.05966	38.05966	-121.99928	-121.99928
EDSM 18-09-SBM03 2017-09-29	38.10286	38.10286	-122.03961	-122.03961
EDSM 18-09-LSR01 2017-09-29	38.05674	38.05674	-121.87676	-121.87676
EDSM 18-09-RV01 2017-09-29	38.14021	38.14021	-121.69189	-121.69189
EDSM 18-10-SM01 2017-10-02	38.1624	38.1624	-122.04694	-122.04694
EDSM 18-10-SBM01 2017-10-02	38.06329	38.06329	-122.02007	-122.02007
EDSM 18-10-MKR01 2017-10-02	38.14333	38.14333	-121.47306	-121.47306
EDSM 18-10-MKR02 2017-10-02	38.16457	38.16457	-121.53121	-121.53121
EDSM 18-10-CS01 2017-10-02	38.37306	38.37306	-121.62949	-121.62949
EDSM 18-10-CS02 2017-10-02	38.19224	38.19224	-121.65715	-121.65715
EDSM 18-10-DS01 2017-10-03	38.04762	38.04762	-121.47311	-121.47311
EDSM 18-10-PP01 2017-10-03	38.07139	38.07139	-121.56592	-121.56592
EDSM 18-10-PP02 2017-10-03	38.07263	38.07263	-121.56573	-121.56573
EDSM 18-10-SSC01 2017-10-03	38.39285	38.39285	-121.62484	-121.62484
EDSM 18-10-SSC02 2017-10-03	38.42312	38.42312	-121.60663	-121.60663
EDSM 18-10-SBM02 2017-10-03	38.06069	38.06069	-121.99989	-121.99989
EDSM 18-10-SBM03 2017-10-03	38.09665	38.09665	-122.04271	-122.04271
EDSM 18-10-SPE01 2017-10-04	38.07377	38.07377	-122.3323	-122.3323
EDSM 18-10-LSJ01 2017-10-04	38.03291	38.03291	-121.72	-121.72
EDSM 18-10-LSJ02 2017-10-04	38.0299	38.0299	-121.74476	-121.74476
EDSM 18-10-LSR01 2017-10-04	38.04517	38.04517	-121.87055	-121.87055
EDSM 18-10-LSR06 2017-10-04	38.06434	38.06434	-121.86478	-121.86478
EDSM 18-10-RV01 2017-10-04	38.09448	38.09448	-121.6863	-121.6863
EDSM 18-10-LSJ03 2017-10-05	38.03261	38.03261	-121.85059	-121.85059
EDSM 18-10-SJT01 2017-10-05	38.0494	38.0494	-121.69327	-121.69327
EDSM 18-10-SRU01 2017-10-05	38.51487	38.51487	-121.54793	-121.54793
EDSM 18-10-SBW01 2017-10-05	38.05038	38.05038	-122.10188	-122.10188
EDSM 18-10-SBW02 2017-10-05	38.05204	38.05204	-122.10591	-122.10591
EDSM 18-10-SRR01 2017-10-05	38.16747	38.16747	-121.62897	-121.62897
EDSM 18-11-LSJ01 2017-10-10	38.01237	38.01237	-121.68138	-121.68138
EDSM 18-11-LSR01 2017-10-10	38.07626	38.07626	-121.77185	-121.77185
EDSM 18-11-SJT01 2017-10-10	38.08964	38.08964	-121.65329	-121.65329
EDSM 18-11-LSR02 2017-10-10	38.06747	38.06747	-121.83326	-121.83326
EDSM 18-11-SM01 2017-10-10	38.17465	38.17465	-121.96367	-121.96367
EDSM 18-11-SBM01 2017-10-10	38.12348	38.12348	-122.05884	-122.05884
EDSM 18-11-MKR01 2017-10-11	38.1265	38.1265	-121.56089	-121.56089
EDSM 18-11-MKR03 2017-10-11	38.11541	38.11541	-121.58454	-121.58454
EDSM 18-11-SSC01 2017-10-11	38.39528	38.39528	-121.62036	-121.62036
EDSM 18-11-HB01 2017-10-11	38.04734	38.04734	-121.93693	-121.93693
EDSM 18-11-SSC02 2017-10-11	38.42205	38.42205	-121.60731	-121.60731
EDSM 18-11-HB02 2017-10-11	38.063	38.063	-121.96092	-121.96092
EDSM 18-11-SBW01 2017-10-12	38.07656	38.07656	-122.09592	-122.09592
EDSM 18-11-SBW03 2017-10-12	38.09361	38.09361	-122.07829	-122.07829
EDSM 18-11-SRR01 2017-10-12	38.18611	38.18611	-121.56193	-121.56193
EDSM 18-11-MKR02 2017-10-12	38.08641	38.08641	-121.55352	-121.55352
EDSM 18-11-SBW02 2017-10-12	38.05134	38.05134	-122.08566	-122.08566
EDSM 18-11-SRR02 2017-10-12	38.22426	38.22426	-121.53547	-121.53547
EDSM 18-11-HC01 2017-10-12	38.06498	38.06498	-121.58219	-121.58219
EDSM 18-11-CS01 2017-10-13	38.20486	38.20486	-121.65943	-121.65943
EDSM 18-11-CS02 2017-10-13	38.18086	38.18086	-121.66308	-121.66308
EDSM 18-11-LSJ02 2017-10-13	38.02583	38.02583	-121.78151	-121.78151
EDSM 18-11-LSJ03 2017-10-13	38.03425	38.03425	-121.83972	-121.83972
EDSM 18-11-SBW05 2017-10-13	38.0558	38.0558	-122.11258	-122.11258
EDSM 18-12-SJU01 2017-10-16	37.80696	37.80696	-121.32575	-121.32575
EDSM 18-12-SJS01 2017-10-16	37.99742	37.99742	-121.44338	-121.44338
EDSM 18-12-SSC01 2017-10-16	38.40572	38.40572	-121.61895	-121.61895
EDSM 18-12-SSC02 2017-10-16	38.39712	38.39712	-121.61895	-121.61895
EDSM 18-12-RV01 2017-10-17	38.0972	38.0972	-121.68633	-121.68633
EDSM 18-12-RV02 2017-10-17	38.10166	38.10166	-121.71428	-121.71428
EDSM 18-12-MI01 2017-10-17	37.97883	37.97883	-121.52912	-121.52912
EDSM 18-12-MR01 2017-10-17	37.9213	37.9213	-121.51786	-121.51786
EDSM 18-12-SM01 2017-10-17	38.17742	38.17742	-122.009	-122.009
EDSM 18-12-HB01 2017-10-17	38.05492	38.05492	-121.95808	-121.95808
EDSM 18-12-SJT01 2017-10-18	38.09123	38.09123	-121.65535	-121.65535
EDSM 18-12-SJT02 2017-10-18	38.06174	38.06174	-121.68148	-121.68148
EDSM 18-12-CS01 2017-10-18	38.33258	38.33258	-121.65097	-121.65097
EDSM 18-12-CS02 2017-10-18	38.26076	38.26076	-121.69099	-121.69099
EDSM 18-12-SBM01 2017-10-18	38.076	38.076	-121.98829	-121.98829
EDSM 18-12-SBM02 2017-10-18	38.08388	38.08388	-122.05337	-122.05337
EDSM 18-12-LSJ01 2017-10-19	38.03133	38.03133	-121.85777	-121.85777
EDSM 18-12-SPE01 2017-10-19	38.03854	38.03854	-122.28412	-122.28412
EDSM 18-12-SRU01 2017-10-19	38.43465	38.43465	-121.52705	-121.52705
EDSM 18-12-LSJ02 2017-10-19	38.02596	38.02596	-121.77776	-121.77776
EDSM 18-12-SRU02 2017-10-19	38.27129	38.27129	-121.58911	-121.58911
EDSM 18-12-SPE02 2017-10-19	38.04605	38.04605	-122.28637	-122.28637
EDSM 18-12-LNR01 2017-10-20	38.16905	38.16905	-122.29118	-122.29118
EDSM 18-13-SJT01 2017-10-23	38.05881	38.05881	-121.68536	-121.68536
EDSM 18-12-CQS01 2017-10-20	38.03149	38.03149	-122.16408	-122.16408
EDSM 18-12-CQS02 2017-10-20	38.06514	38.06514	-122.23004	-122.23004
EDSM 18-12-LNR02 2017-10-20	38.11704	38.11704	-122.27929	-122.27929
EDSM 18-13-LNR01 2017-10-23	38.08545	38.08545	-122.25189	-122.25189
EDSM 18-13-SJT02 2017-10-23	38.09019	38.09019	-121.63201	-121.63201
EDSM 18-13-LSR01 2017-10-23	38.07077	38.07077	-121.84658	-121.84658
EDSM 18-13-LSR02 2017-10-23	38.06547	38.06547	-121.82141	-121.82141
EDSM 18-13-LNR02 2017-10-23	38.12189	38.12189	-122.28059	-122.28059
EDSM 18-13-LSJ01 2017-10-24	38.02836	38.02836	-121.77149	-121.77149
EDSM 18-13-LSJ02 2017-10-24	38.01984	38.01984	-121.80213	-121.80213
EDSM 18-13-SSC01 2017-10-24	38.56116	38.56116	-121.55724	-121.55724
EDSM 18-13-SSC02 2017-10-24	38.5152	38.5152	-121.585	-121.585
EDSM 18-13-SPE01 2017-10-24	38.05217	38.05217	-122.31146	-122.31146
EDSM 18-13-SPE03 2017-10-24	38.04125	38.04125	-122.31781	-122.31781
EDSM 18-13-CS01 2017-10-25	38.27924	38.27924	-121.6401	-121.6401
EDSM 18-13-HB01 2017-10-25	38.04864	38.04864	-121.89849	-121.89849
EDSM 18-13-SBM04 2017-10-25	38.05979	38.05979	-122.0034	-122.0034
EDSM 18-13-SBM01 2017-10-25	38.05998	38.05998	-122.02084	-122.02084
EDSM 18-13-CS02 2017-10-25	38.26278	38.26278	-121.69696	-121.69696
EDSM 18-13-SJS01 2017-10-25	37.95206	37.95206	-121.33515	-121.33515
EDSM 18-13-SJS02 2017-10-25	37.95687	37.95687	-121.34975	-121.34975
EDSM 18-13-HC01 2017-10-25	38.02561	38.02561	-121.57726	-121.57726
EDSM 18-13-FT01 2017-10-25	38.02818	38.02818	-121.58943	-121.58943
EDSM 18-13-MKR01 2017-10-26	38.1418	38.1418	-121.46738	-121.46738
EDSM 18-13-SRU01 2017-10-26	38.47057	38.47057	-121.50535	-121.50535
EDSM 18-13-SBM02 2017-10-26	38.07358	38.07358	-122.0154	-122.0154
EDSM 18-13-SBM03 2017-10-26	38.09797	38.09797	-122.04109	-122.04109
EDSM 18-13-SRR01 2017-10-26	38.22422	38.22422	-121.55648	-121.55648
EDSM 18-13-MKR02 2017-10-26	38.12154	38.12154	-121.52619	-121.52619
EDSM 18-14-VC01 2017-10-30	37.86589	37.86589	-121.54229	-121.54229
EDSM 18-14-RV01 2017-10-30	38.15451	38.15451	-121.6846	-121.6846
EDSM 18-14-LSR01 2017-10-30	38.04939	38.04939	-121.78748	-121.78748
EDSM 18-14-LSR02 2017-10-30	38.06704	38.06704	-121.76961	-121.76961
EDSM 18-14-RV02 2017-10-30	38.11465	38.11465	-121.70201	-121.70201
EDSM 18-14-SM01 2017-10-30	38.17299	38.17299	-121.94687	-121.94687
EDSM 18-14-SBM01 2017-10-30	38.08372	38.08372	-122.05306	-122.05306
EDSM 18-14-LSJ01 2017-10-31	38.03455	38.03455	-121.87656	-121.87656
EDSM 18-14-CS01 2017-10-31	38.31775	38.31775	-121.65136	-121.65136
EDSM 18-14-CS02 2017-10-31	38.24065	38.24065	-121.68583	-121.68583
EDSM 18-14-LSJ02 2017-10-31	38.02183	38.02183	-121.75108	-121.75108
EDSM 18-14-OR01 2017-10-31	37.9763	37.9763	-121.58081	-121.58081
EDSM 18-14-HB01 2017-10-31	38.06196	38.06196	-121.96185	-121.96185
EDSM 18-14-SBM02 2017-10-31	38.07431	38.07431	-121.99398	-121.99398
EDSM 18-14-LSJ03 2017-11-01	38.02789	38.02789	-121.84636	-121.84636
EDSM 18-14-SJT01 2017-11-01	38.08522	38.08522	-121.64121	-121.64121
EDSM 18-14-SRR01 2017-11-01	38.13023	38.13023	-121.57776	-121.57776
EDSM 18-14-SPE01 2017-11-01	38.05987	38.05987	-122.32408	-122.32408
EDSM 18-14-SPE02 2017-11-01	38.03989	38.03989	-122.28936	-122.28936
EDSM 18-14-SRU01 2017-11-01	38.39946	38.39946	-121.51364	-121.51364
EDSM 18-14-SBW01 2017-11-02	38.04603	38.04603	-122.10625	-122.10625
EDSM 18-14-MI01 2017-11-02	37.99938	37.99938	-121.5222	-121.5222
EDSM 18-14-MI02 2017-11-02	37.97957	37.97957	-121.52461	-121.52461
EDSM 18-14-SBW03 2017-11-02	38.06711	38.06711	-122.09482	-122.09482
EDSM 18-14-SSC01 2017-11-02	38.39099	38.39099	-121.62167	-121.62167
EDSM 18-14-SSC02 2017-11-02	38.45343	38.45343	-121.59302	-121.59302
EDSM 18-15-LSJ01 2017-11-06	38.02854	38.02854	-121.82813	-121.82813
EDSM 18-15-LSJ02 2017-11-06	38.02498	38.02498	-121.77983	-121.77983
EDSM 18-15-SBM01 2017-11-06	38.09836	38.09836	-122.06705	-122.06705
EDSM 18-15-SBM02 2017-11-06	38.06055	38.06055	-122.04533	-122.04533
EDSM 18-15-SRR01 2017-11-06	38.16448	38.16448	-121.62038	-121.62038
EDSM 18-15-SRU01 2017-11-06	38.46667	38.46667	-121.5044	-121.5044
EDSM 18-15-LNR01 2017-11-07	38.1075	38.1075	-122.27214	-122.27214
EDSM 18-15-CS01 2017-11-07	38.34059	38.34059	-121.64454	-121.64454
EDSM 18-15-CS02 2017-11-07	38.28953	38.28953	-121.66453	-121.66453
EDSM 18-15-CS07 2017-11-07	38.24413	38.24413	-121.68835	-121.68835
EDSM 18-15-LNR02 2017-11-07	38.1397	38.1397	-122.28137	-122.28137
EDSM 18-15-LSR01 2017-11-08	38.04182	38.04182	-121.88529	-121.88529
EDSM 18-15-MKR01 2017-11-07	38.20077	38.20077	-121.52327	-121.52327
EDSM 18-15-SPE01 2017-11-08	38.05813	38.05813	-122.30095	-122.30095
EDSM 18-15-LSR02 2017-11-08	38.062	38.062	-121.79011	-121.79011
EDSM 18-15-MKR03 2017-11-07	38.11717	38.11717	-121.54121	-121.54121
EDSM 18-15-SJS01 2017-11-08	38.03271	38.03271	-121.48127	-121.48127
EDSM 18-15-HB01 2017-11-09	38.05072	38.05072	-121.93913	-121.93913
EDSM 18-15-DS01 2017-11-08	38.07557	38.07557	-121.4665	-121.4665
EDSM 18-15-SPE02 2017-11-08	38.06219	38.06219	-122.31061	-122.31061
EDSM 18-15-HB02 2017-11-09	38.07313	38.07313	-121.9487	-121.9487
EDSM 18-15-SSC01 2017-11-09	38.53785	38.53785	-121.58461	-121.58461
EDSM 18-15-LSJ03 2017-11-09	38.03182	38.03182	-121.8581	-121.8581
EDSM 18-15-SJT01 2017-11-09	38.07341	38.07341	-121.6783	-121.6783
EDSM 18-15-SSC02 2017-11-09	38.46069	38.46069	-121.58979	-121.58979
EDSM 18-16-SRU01 2017-11-13	38.38178	38.38178	-121.5209	-121.5209
EDSM 18-16-SRR01 2017-11-13	38.24321	38.24321	-121.51424	-121.51424
EDSM 18-16-RS01 2017-11-13	37.95891	37.95891	-121.60361	-121.60361
EDSM 18-16-OR01 2017-11-13	37.95754	37.95754	-121.56534	-121.56534
EDSM 18-16-SBW01 2017-11-13	38.04731	38.04731	-122.10653	-122.10653
EDSM 18-16-SBW04 2017-11-13	38.06004	38.06004	-122.10895	-122.10895
EDSM 18-16-LSR01 2017-11-14	38.04149	38.04149	-121.76075	-121.76075
EDSM 18-16-LSJ01 2017-11-14	38.02006	38.02006	-121.74147	-121.74147
EDSM 18-16-LSR02 2017-11-14	38.06334	38.06334	-121.79245	-121.79245
EDSM 18-16-LSJ02 2017-11-14	38.02038	38.02038	-121.75214	-121.75214
EDSM 18-16-RV01 2017-11-14	38.10302	38.10302	-121.70675	-121.70675
EDSM 18-16-SBM01 2017-11-15	38.05968	38.05968	-122.04232	-122.04232
EDSM 18-16-SBW02 2017-11-14	38.05821	38.05821	-122.06473	-122.06473
EDSM 18-16-SBM02 2017-11-15	38.09899	38.09899	-122.04064	-122.04064
EDSM 18-16-SBW03 2017-11-14	38.06688	38.06688	-122.09823	-122.09823
EDSM 18-16-SSC02 2017-11-15	38.39059	38.39059	-121.62255	-121.62255
EDSM 18-16-MI01 2017-11-15	38.01506	38.01506	-121.51682	-121.51682
EDSM 18-16-SJT01 2017-11-16	38.05042	38.05042	-121.69152	-121.69152
EDSM 18-16-DS01 2017-11-15	38.05244	38.05244	-121.46599	-121.46599
EDSM 18-16-LSJ03 2017-11-16	38.04571	38.04571	-121.84449	-121.84449
EDSM 18-16-SSC01 2017-11-15	38.56101	38.56101	-121.54014	-121.54014
EDSM 18-16-CS01 2017-11-16	38.29248	38.29248	-121.72507	-121.72507
EDSM 18-16-CS02 2017-11-16	38.24795	38.24795	-121.67543	-121.67543
EDSM 18-16-HB01 2017-11-16	38.04735	38.04735	-121.93421	-121.93421
EDSM 18-16-SBM03 2017-11-16	38.07267	38.07267	-122.00779	-122.00779
EDSM 18-16-CS03 2017-11-16	38.26002	38.26002	-121.74075	-121.74075
EDSM 18-17-RV01 2017-11-20	38.14125	38.14125	-121.69351	-121.69351
EDSM 18-17-LSR01 2017-11-20	38.07028	38.07028	-121.8318	-121.8318
EDSM 18-17-VC01 2017-11-20	37.86107	37.86107	-121.58066	-121.58066
EDSM 18-17-OR01 2017-11-20	37.95188	37.95188	-121.56464	-121.56464
EDSM 18-17-CQS01 2017-11-20	38.0384	38.0384	-122.1442	-122.1442
EDSM 18-17-SBW01 2017-11-21	38.05695	38.05695	-122.10933	-122.10933
EDSM 18-17-MI01 2017-11-21	37.97365	37.97365	-121.53821	-121.53821
EDSM 18-17-SRU01 2017-11-21	38.19285	38.19285	-121.63615	-121.63615
EDSM 18-17-MI02 2017-11-21	37.98763	37.98763	-121.46349	-121.46349
EDSM 18-17-SBW02 2017-11-20	38.03556	38.03556	-122.13897	-122.13897
EDSM 18-17-SRU02 2017-11-21	38.51544	38.51544	-121.54726	-121.54726
EDSM 18-17-SBW04 2017-11-21	38.0383	38.0383	-122.11747	-122.11747
EDSM 18-17-LSJ01 2017-11-22	38.02307	38.02307	-121.70863	-121.70863
EDSM 18-17-SBM01 2017-11-22	38.06486	38.06486	-121.97147	-121.97147
EDSM 18-17-LSJ02 2017-11-22	38.0336	38.0336	-121.87268	-121.87268
EDSM 18-17-CS01 2017-11-22	38.36904	38.36904	-121.63162	-121.63162
EDSM 18-17-SBM02 2017-11-22	38.0973	38.0973	-122.03747	-122.03747
EDSM 18-17-CS02 2017-11-22	38.27922	38.27922	-121.71215	-121.71215
EDSM 18-17-CS10 2017-11-22	38.24594	38.24594	-121.68856	-121.68856
EDSM 18-17-LSJ03 2017-11-24	38.02336	38.02336	-121.74678	-121.74678
EDSM 18-17-LSJ04 2017-11-24	38.02082	38.02082	-121.80039	-121.80039
EDSM 18-17-SBM03 2017-11-24	38.09481	38.09481	-122.05097	-122.05097
EDSM 18-17-HB01 2017-11-24	38.06274	38.06274	-121.95996	-121.95996
EDSM 18-17-SSC01 2017-11-24	38.53135	38.53135	-121.58524	-121.58524
EDSM 18-17-SSC02 2017-11-24	38.47117	38.47117	-121.58533	-121.58533
EDSM 18-18-LSJ01 2017-11-27	38.02816	38.02816	-121.83916	-121.83916
EDSM 18-18-LSJ02 2017-11-27	38.05816	38.05816	-121.84444	-121.84444
EDSM 18-18-SSC01 2017-11-27	38.56066	38.56066	-121.54469	-121.54469
EDSM 18-18-SSC02 2017-11-27	38.55328	38.55328	-121.57796	-121.57796
EDSM 18-18-SM01 2017-11-27	38.1858	38.1858	-121.96935	-121.96935
EDSM 18-18-SBM01 2017-11-27	38.0988	38.0988	-122.04916	-122.04916
EDSM 18-18-RV01 2017-11-28	38.17883	38.17883	-121.66752	-121.66752
EDSM 18-18-LSR01 2017-11-28	38.06231	38.06231	-121.8542	-121.8542
EDSM 18-18-SJS01 2017-11-28	37.93902	37.93902	-121.33986	-121.33986
EDSM 18-18-MI02 2017-11-28	37.97235	37.97235	-121.47627	-121.47627
EDSM 18-18-SBM02 2017-11-28	38.08385	38.08385	-121.99848	-121.99848
EDSM 18-18-HB01 2017-11-28	38.04495	38.04495	-121.92369	-121.92369
EDSM 18-18-SPE01 2017-11-29	38.07138	38.07138	-122.33094	-122.33094
EDSM 18-18-LSJ03 2017-11-29	38.03573	38.03573	-121.7193	-121.7193
EDSM 18-18-SJT01 2017-11-29	38.11722	38.11722	-121.62669	-121.62669
EDSM 18-18-SJT02 2017-11-29	38.09468	38.09468	-121.65877	-121.65877
EDSM 18-18-CS01 2017-11-29	38.37966	38.37966	-121.63104	-121.63104
EDSM 18-18-SPE02 2017-11-29	38.05134	38.05134	-122.30332	-122.30332
EDSM 18-18-CS02 2017-11-29	38.31384	38.31384	-121.65231	-121.65231
EDSM 18-18-MI01 2017-11-30	38.002	38.002	-121.52315	-121.52315
EDSM 18-18-SRU01 2017-11-30	38.46771	38.46771	-121.50427	-121.50427
EDSM 18-18-CQS01 2017-11-30	38.05748	38.05748	-122.19473	-122.19473
EDSM 18-18-HC01 2017-11-30	38.0231	38.0231	-121.5615	-121.5615
EDSM 18-18-SBW02 2017-11-30	38.05136	38.05136	-122.11032	-122.11032
EDSM 18-18-SRR01 2017-11-30	38.18298	38.18298	-121.56897	-121.56897
EDSM 18-19-FT01 2017-12-04	38.05374	38.05374	-121.63739	-121.63739
EDSM 18-19-SPE03 2017-12-04	38.05882	38.05882	-122.31788	-122.31788
EDSM 18-19-LSSC01 2017-12-04	38.19284	38.19284	-121.65655	-121.65655
EDSM 18-19-LSSC02 2017-12-04	38.24063	38.24063	-121.67205	-121.67205
EDSM 18-19-SJS01 2017-12-04	38.03881	38.03881	-121.48128	-121.48128
EDSM 18-19-SPE01 2017-12-04	38.06639	38.06639	-122.33238	-122.33238
EDSM 18-19-SPE02 2017-12-04	38.02863	38.02863	-122.30057	-122.30057
EDSM 18-19-SRU01 2017-12-05	38.35973	38.35973	-121.52395	-121.52395
EDSM 18-19-SRU02 2017-12-05	38.30367	38.30367	-121.57242	-121.57242
EDSM 18-19-CF01 2017-12-05	38.05704	38.05704	-121.85037	-121.85037
EDSM 18-19-HB01 2017-12-05	38.05412	38.05412	-121.95605	-121.95605
EDSM 18-19-SBW01 2017-12-05	38.07103	38.07103	-122.08672	-122.08672
EDSM 18-19-SBM01 2017-12-05	38.06735	38.06735	-122.05237	-122.05237
EDSM 18-19-CF02 2017-12-05	38.03482	38.03482	-121.87669	-121.87669
EDSM 18-19-LSJ02 2017-12-06	38.02466	38.02466	-121.72671	-121.72671
EDSM 18-19-SJT02 2017-12-06	38.09636	38.09636	-121.63297	-121.63297
EDSM 18-19-PP02 2017-12-06	38.08562	38.08562	-121.57677	-121.57677
EDSM 18-19-PP01 2017-12-05	38.0429	38.0429	-121.49207	-121.49207
EDSM 18-19-SJT01 2017-12-05	38.09564	38.09564	-121.65541	-121.65541
EDSM 18-19-LSJ01 2017-12-05	38.02048	38.02048	-121.7803	-121.7803
EDSM 18-19-SBW02 2017-12-06	38.04648	38.04648	-122.11558	-122.11558
EDSM 18-19-SBW03 2017-12-06	38.06054	38.06054	-122.06266	-122.06266
EDSM 18-19-CS01 2017-12-06	38.31177	38.31177	-121.65614	-121.65614
EDSM 18-19-CS02 2017-12-06	38.2596	38.2596	-121.75794	-121.75794
EDSM 18-19-SBM02 2017-12-06	38.04879	38.04879	-121.97785	-121.97785
EDSM 18-19-CS03 2017-12-06	38.24245	38.24245	-121.68466	-121.68466
EDSM 18-19-CF03 2017-12-06	38.05903	38.05903	-121.87471	-121.87471
EDSM 18-19-SM01 2017-12-07	38.07148	38.07148	-121.87102	-121.87102
EDSM 18-19-SM02 2017-12-07	38.13918	38.13918	-122.0813	-122.0813
EDSM 18-19-RV01 2017-12-07	38.11744	38.11744	-121.6971	-121.6971
EDSM 18-19-MKR01 2017-12-07	38.17791	38.17791	-121.52651	-121.52651
EDSM 18-19-RV02 2017-12-07	38.13804	38.13804	-121.68814	-121.68814
EDSM 18-19-LSR01 2017-12-07	38.06774	38.06774	-121.78077	-121.78077
EDSM 18-19-DS01 2017-12-07	38.07116	38.07116	-121.45819	-121.45819
EDSM 18-19-MKR02 2017-12-07	38.12929	38.12929	-121.50222	-121.50222
EDSM 18-20-MKR01 2017-12-11	38.13233	38.13233	-121.57283	-121.57283
EDSM 18-20-MKR02 2017-12-11	38.15436	38.15436	-121.53537	-121.53537
EDSM 18-20-SRR01 2017-12-11	38.17274	38.17274	-121.64746	-121.64746
EDSM 18-20-SRR02 2017-12-11	38.18969	38.18969	-121.57785	-121.57785
EDSM 18-20-SM01 2017-12-11	38.12355	38.12355	-122.0553	-122.0553
EDSM 18-20-GB01 2017-12-11	38.11052	38.11052	-122.05883	-122.05883
EDSM 18-20-SM02 2017-12-11	38.17297	38.17297	-121.95614	-121.95614
EDSM 18-20-USSC01 2017-12-12	38.55813	38.55813	-121.57118	-121.57118
EDSM 18-20-PP01 2017-12-12	38.09307	38.09307	-121.57455	-121.57455
EDSM 18-20-USSC02 2017-12-12	38.53324	38.53324	-121.58416	-121.58416
EDSM 18-20-PP02 2017-12-12	38.05496	38.05496	-121.50122	-121.50122
EDSM 18-20-LSJ01 2017-12-12	38.03029	38.03029	-121.74222	-121.74222
EDSM 18-20-LSSC01 2017-12-12	38.24333	38.24333	-121.67019	-121.67019
EDSM 18-20-CF01 2017-12-12	38.02502	38.02502	-121.83078	-121.83078
EDSM 18-20-SBM01 2017-12-12	38.06727	38.06727	-121.97816	-121.97816
EDSM 18-20-SJT01 2017-12-13	38.10236	38.10236	-121.62269	-121.62269
EDSM 18-20-RV01 2017-12-13	38.09578	38.09578	-121.73086	-121.73086
EDSM 18-20-PP03 2017-12-13	38.08223	38.08223	-121.57767	-121.57767
EDSM 18-20-LSR01 2017-12-13	38.04892	38.04892	-121.77535	-121.77535
EDSM 18-20-LSJ02 2017-12-13	38.04279	38.04279	-121.71243	-121.71243
EDSM 18-20-SPE01 2017-12-13	38.03848	38.03848	-122.28869	-122.28869
EDSM 18-20-SPE02 2017-12-13	38.05928	38.05928	-122.30441	-122.30441
EDSM 18-20-LSR02 2017-12-13	38.06197	38.06197	-121.81749	-121.81749
EDSM 18-20-RV02 2017-12-13	38.09315	38.09315	-121.68559	-121.68559
EDSM 18-20-SBM03 2017-12-14	38.10116	38.10116	-122.04823	-122.04823
EDSM 18-20-CS02 2017-12-14	38.24226	38.24226	-121.68866	-121.68866
EDSM 18-20-CS01 2017-12-14	38.29873	38.29873	-121.72907	-121.72907
EDSM 18-20-SBM02 2017-12-14	38.05785	38.05785	-122.01249	-122.01249
EDSM 18-20-MR01 2017-12-14	37.9185	37.9185	-121.51654	-121.51654
EDSM 18-20-CS03 2017-12-14	38.26605	38.26605	-121.69232	-121.69232
EDSM 18-20-CF03 2017-12-14	38.04813	38.04813	-121.92318	-121.92318
EDSM 18-20-CS04 2017-12-14	38.26897	38.26897	-121.70217	-121.70217
EDSM 18-20-MR02 2017-12-14	37.9497	37.9497	-121.52418	-121.52418
EDSM 18-20-CF02 2017-12-14	38.05407	38.05407	-121.84283	-121.84283
EDSM 18-21-CS01 2017-12-18	38.25996	38.25996	-121.67056	-121.67056
EDSM 18-21-CS02 2017-12-18	38.24172	38.24172	-121.68145	-121.68145
EDSM 18-21-CS03 2017-12-18	38.26328	38.26328	-121.69153	-121.69153
EDSM 18-21-MI01 2017-12-18	37.96974	37.96974	-121.53496	-121.53496
EDSM 18-21-HC01 2017-12-18	38.00206	38.00206	-121.56666	-121.56666
EDSM 18-21-PP01 2017-12-19	38.04868	38.04868	-121.49836	-121.49836
EDSM 18-21-SJT01 2017-12-19	38.08768	38.08768	-121.6788	-121.6788
EDSM 18-21-LSJ01 2017-12-19	38.016	38.016	-121.78941	-121.78941
EDSM 18-21-LNR01 2017-12-19	38.10601	38.10601	-122.27196	-122.27196
EDSM 18-21-SPE01 2017-12-19	38.0274	38.0274	-122.3159	-122.3159
EDSM 18-21-SPE02 2017-12-19	38.04932	38.04932	-122.2902	-122.2902
EDSM 18-21-CQS01 2017-12-19	38.06517	38.06517	-122.21325	-122.21325
EDSM 18-21-RV01 2017-12-19	38.15203	38.15203	-121.68931	-121.68931
EDSM 18-21-RV02 2017-12-19	38.09562	38.09562	-121.73103	-121.73103
EDSM 18-21-SRU01 2017-12-20	38.30503	38.30503	-121.57299	-121.57299
EDSM 18-21-SRR01 2017-12-20	38.21636	38.21636	-121.54205	-121.54205
EDSM 18-21-SBW01 2017-12-20	38.07273	38.07273	-122.06566	-122.06566
EDSM 18-21-SBW02 2017-12-20	38.03915	38.03915	-122.12552	-122.12552
EDSM 18-21-HB01 2017-12-20	38.06455	38.06455	-121.96687	-121.96687
EDSM 18-21-CF01 2017-12-20	38.03188	38.03188	-121.85066	-121.85066
EDSM 18-21-PP02 2017-12-20	38.0596	38.0596	-121.55597	-121.55597
EDSM 18-21-SJT02 2017-12-20	38.09038	38.09038	-121.64116	-121.64116
EDSM 18-21-LSJ02 2017-12-20	38.02775	38.02775	-121.73306	-121.73306
